city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price
Nagpur,Manish Nagar,Apartment,1673.6,3,2,3,4,6,Unfurnished,0,1,0,1,6.37,3.29,7462000
Mumbai,Malad,Apartment,1821.9,3,2,12,14,5,Unfurnished,2,0,0,1,6.47,5.0,35169000
Pune,Hadapsar,Plot,4278.7,0,0,0,0,0,Unfurnished,1,0,0,0,5.53,6.66,21712000
Pune,Koregaon Park,Villa,1964.3,3,3,0,1,11,Furnished,2,1,0,1,10.0,1.76,38523000
Pune,Kothrud,Plot,1816.6,0,0,0,0,0,Unfurnished,1,0,0,0,4.38,4.02,13254000
Pune,Wakad,Apartment,2127.5,4,3,2,2,16,Unfurnished,1,0,0,0,5.93,6.21,20914000
Mumbai,Panvel,Apartment,506.5,1,1,12,13,1,Semi-Furnished,0,1,1,0,2.76,9.32,5652000
Pune,Kothrud,Apartment,1567.0,3,2,8,8,1,Furnished,1,0,1,1,7.24,7.41,21774000
Nagpur,Hingna,Apartment,1087.5,2,1,3,8,8,Unfurnished,2,1,0,0,6.12,6.73,3723000
Pune,Kothrud,Apartment,1686.2,3,2,9,12,11,Semi-Furnished,2,0,0,1,6.24,3.95,19745000
Mumbai,Andheri West,Apartment,1821.7,3,2,6,20,1,Unfurnished,0,1,0,0,5.67,5.1,58316000
Pune,Kalyani Nagar,Apartment,1836.6,4,3,11,14,7,Furnished,0,0,0,0,10.0,7.14,29220000
Pune,Kothrud,Apartment,538.7,1,1,0,1,1,Semi-Furnished,1,1,0,1,6.37,4.85,6979000
Mumbai,Panvel,Plot,2557.5,0,0,0,0,0,Unfurnished,0,0,0,0,2.66,5.78,16215000
Nagpur,Manish Nagar,Apartment,2660.7,4,3,6,8,0,Unfurnished,0,0,0,1,8.09,8.04,14207000
Mumbai,Chembur,Plot,3377.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.24,3.49,47153000
Nagpur,Besa,Apartment,1149.2,2,1,0,14,23,Semi-Furnished,1,1,1,0,6.3,6.4,4905000
Pune,Koregaon Park,Apartment,1593.2,3,2,6,11,0,Semi-Furnished,2,1,0,0,5.65,4.53,23811000
Pune,Koregaon Park,Apartment,320.0,1,1,1,1,4,Semi-Furnished,1,0,0,1,7.2,7.13,5829000
Nagpur,Civil Lines,Apartment,1817.2,3,3,2,9,4,Semi-Furnished,1,0,0,1,5.54,7.86,18368000
Mumbai,Andheri West,Villa,1151.6,2,1,15,23,0,Semi-Furnished,0,0,0,1,6.48,5.2,47454000
Nagpur,Kalmna,Plot,4196.8,0,0,0,0,0,Unfurnished,1,0,0,0,8.22,9.63,9282000
Nagpur,Ramdaspeth,Plot,1947.3,0,0,0,0,0,Unfurnished,0,0,0,0,5.12,3.37,10076000
Nagpur,Dharampeth,Villa,1098.2,2,2,6,12,3,Semi-Furnished,1,0,0,1,4.72,3.76,10643000
Nagpur,Hingna,Apartment,1650.4,3,2,1,9,10,Furnished,0,1,0,1,9.98,6.96,7130000
Nagpur,Dharampeth,Apartment,828.2,2,2,8,14,7,Semi-Furnished,1,1,0,1,5.17,3.33,6217000
Pune,Baner,Villa,1216.4,2,2,2,3,3,Unfurnished,1,0,0,0,5.2,6.16,16228000
Pune,Wagholi,Plot,3318.2,0,0,0,0,0,Unfurnished,0,0,0,0,6.8,8.8,16180000
Mumbai,Andheri West,Apartment,998.0,2,1,24,26,3,Semi-Furnished,1,0,0,1,3.34,3.45,30875000
Mumbai,Andheri West,Apartment,1348.6,2,2,3,10,0,Semi-Furnished,0,0,1,1,7.47,5.33,40603000
Nagpur,Ramdaspeth,Apartment,695.8,1,1,0,1,0,Semi-Furnished,1,0,0,1,7.13,5.04,6347000
Nagpur,Hingna,Apartment,742.9,2,1,17,20,5,,1,0,0,0,4.64,5.52,2783000
Nagpur,Manish Nagar,Apartment,420.1,1,1,5,7,4,Semi-Furnished,2,0,0,1,7.32,3.88,2239000
Nagpur,Kalmna,Apartment,1674.1,3,2,0,1,1,Unfurnished,1,0,0,1,6.22,5.59,5482000
Pune,Hadapsar,Plot,1349.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.4,8.4,7398000
Mumbai,Andheri West,Apartment,592.4,1,1,3,16,1,Unfurnished,2,0,0,1,7.32,5.75,17054000
Nagpur,Kalmna,Apartment,2867.1,5,5,0,13,1,Furnished,1,1,0,1,5.14,6.14,11570000
Pune,Hadapsar,Villa,1674.7,3,3,0,10,18,Semi-Furnished,0,0,0,1,2.86,7.04,15022000
Nagpur,Manish Nagar,Plot,2376.3,0,0,0,0,0,Unfurnished,1,0,0,0,5.52,8.03,8270000
Pune,Kalyani Nagar,Apartment,320.0,1,1,8,8,8,Unfurnished,0,0,0,1,4.92,9.01,4911000
Mumbai,Mira Road,Plot,1897.6,0,0,0,0,0,Unfurnished,0,0,0,0,6.84,6.62,18093000
Mumbai,Goregaon,Apartment,702.8,1,1,13,17,7,Furnished,1,1,0,1,7.6,5.69,18066000
Nagpur,Wardha Road,Villa,910.8,2,2,1,1,14,Semi-Furnished,1,1,1,1,4.74,5.4,6879000
Mumbai,Panvel,Apartment,1876.7,3,2,9,17,0,Furnished,1,0,0,1,4.74,7.63,24644000
Mumbai,Bandra West,Apartment,1094.6,2,2,2,14,7,,0,1,0,1,6.46,3.7,49144000
Nagpur,Besa,Apartment,320.0,1,1,4,6,4,Semi-Furnished,1,0,0,1,5.18,9.62,1697000
Mumbai,Andheri West,Apartment,661.5,1,1,11,11,10,Semi-Furnished,2,1,0,1,5.23,9.3,21818000
Mumbai,Mira Road,Apartment,1423.2,2,1,5,14,14,Unfurnished,1,0,1,1,7.31,5.2,17043000
Pune,Koregaon Park,Apartment,1658.6,3,3,4,10,28,Furnished,1,1,0,1,6.29,8.51,26020000
Pune,Wagholi,Plot,2474.7,0,0,0,0,0,Unfurnished,0,0,0,0,8.9,6.53,10809000
Pune,Kothrud,Villa,1111.0,2,1,1,8,4,Semi-Furnished,2,1,0,1,7.2,10.0,19978000
Nagpur,Dharampeth,Villa,704.9,2,2,6,6,0,Furnished,0,1,0,1,6.48,3.09,8934000
Nagpur,Besa,Plot,3256.6,0,0,0,0,0,Unfurnished,1,0,0,0,7.27,2.45,12699000
Nagpur,Ramdaspeth,Apartment,1160.2,2,1,3,13,7,Semi-Furnished,1,1,1,1,10.0,3.43,11013000
Mumbai,Powai,Apartment,2124.6,4,3,3,15,18,Unfurnished,0,1,0,0,5.3,8.33,58304000
Nagpur,Kalmna,Plot,2117.8,0,0,0,0,0,Unfurnished,1,0,0,0,9.09,8.2,4893000
Mumbai,Panvel,Apartment,1322.2,3,2,17,21,13,Unfurnished,1,0,0,0,9.72,5.53,13097000
Nagpur,Manish Nagar,Plot,2567.7,0,0,0,0,0,Unfurnished,0,0,0,0,6.07,6.0,8947000
Mumbai,Andheri West,Apartment,1916.3,3,3,13,17,0,Furnished,2,0,0,1,10.0,5.33,63682000
Nagpur,Kalmna,Villa,1473.6,2,2,12,12,3,Unfurnished,0,0,1,0,4.9,2.92,5218000
Mumbai,Goregaon,Plot,2901.1,0,0,0,0,0,Unfurnished,1,0,0,0,5.19,6.53,35845000
Nagpur,Civil Lines,Plot,3179.2,0,0,0,0,0,Unfurnished,0,0,0,0,9.24,4.63,23901000
Nagpur,Hingna,Apartment,1458.9,2,1,6,10,2,Semi-Furnished,0,0,1,0,8.14,1.82,5828000
Pune,Hadapsar,Apartment,1303.1,3,3,0,2,0,Semi-Furnished,1,0,0,1,4.17,7.47,8804000
Nagpur,Civil Lines,Apartment,2316.6,4,4,7,7,3,Furnished,2,0,0,0,7.61,5.2,28743000
Pune,Kalyani Nagar,Apartment,1259.9,2,2,0,4,10,Semi-Furnished,2,1,0,1,3.93,8.11,14571000
Nagpur,Besa,Apartment,2609.7,4,4,2,3,0,Unfurnished,0,1,0,0,10.0,2.92,11250000
Pune,Hadapsar,Apartment,1682.6,3,3,1,6,2,Semi-Furnished,0,0,0,1,4.29,6.91,11621000
Mumbai,Panvel,Apartment,1366.3,3,3,2,11,6,Unfurnished,1,0,0,1,6.7,7.34,15363000
Pune,Wagholi,Villa,1932.6,3,2,17,19,2,Unfurnished,1,1,0,1,9.87,5.66,17154000
Nagpur,Kalmna,Plot,4099.3,0,0,0,0,0,Unfurnished,0,0,0,0,7.11,6.12,9067000
Mumbai,Bandra West,Villa,1423.9,2,1,4,10,12,Semi-Furnished,1,1,0,1,7.45,5.07,64605000
Pune,Baner,Apartment,815.3,2,1,2,2,0,Semi-Furnished,1,0,1,1,9.9,7.84,12011000
Nagpur,Kalmna,Apartment,484.3,1,1,2,11,1,Unfurnished,2,0,0,1,8.49,9.18,1968000
Mumbai,Andheri West,Apartment,1616.0,3,2,5,19,0,Semi-Furnished,2,0,0,1,6.0,5.51,49232000
Pune,Hadapsar,Apartment,1771.8,3,3,2,10,5,,1,0,1,0,7.21,7.64,13211000
Nagpur,Civil Lines,Apartment,1763.9,3,2,2,13,0,Semi-Furnished,0,0,0,1,6.93,5.69,19480000
Mumbai,Goregaon,Plot,2618.2,0,0,0,0,0,Unfurnished,1,0,0,0,8.14,5.16,39635000
Pune,Kalyani Nagar,Apartment,1341.4,3,2,5,9,37,Semi-Furnished,1,1,0,0,2.75,7.0,14862000
Nagpur,Manish Nagar,Apartment,455.5,1,1,8,13,6,Semi-Furnished,1,0,0,1,6.02,6.99,2631000
Mumbai,Bandra West,Apartment,1200.5,2,2,9,20,0,Semi-Furnished,1,0,0,0,9.28,7.22,65470000
Pune,Wakad,Apartment,2602.9,4,4,9,10,16,Semi-Furnished,1,0,1,0,3.86,5.47,25656000
Pune,Wagholi,Villa,1153.7,2,1,3,5,4,Semi-Furnished,1,0,0,1,7.54,5.46,9313000
Pune,Wakad,Plot,1924.1,0,0,0,0,0,Unfurnished,0,0,0,0,6.14,4.02,12460000
Pune,Kalyani Nagar,Apartment,2093.6,3,2,6,10,2,Semi-Furnished,1,1,0,1,10.0,4.62,36222000
Pune,Koregaon Park,Villa,1476.2,2,1,1,1,13,Furnished,0,0,0,1,7.71,1.13,28738000
Mumbai,Andheri West,Apartment,2675.2,4,4,14,20,30,Furnished,1,1,0,1,1.0,7.41,69013000
Pune,Kalyani Nagar,Apartment,1187.7,2,2,4,4,14,Furnished,2,0,0,1,5.05,6.03,15165000
Nagpur,Hingna,Apartment,1169.9,2,1,1,3,6,Semi-Furnished,2,0,0,1,6.68,4.7,4236000
Nagpur,Civil Lines,Apartment,2477.4,5,5,3,4,1,Furnished,1,0,1,1,5.6,5.53,25625000
Mumbai,Powai,Apartment,1598.3,3,3,0,14,15,Semi-Furnished,2,1,0,1,4.87,5.45,38001000
Pune,Wakad,Villa,859.2,2,1,2,6,17,Unfurnished,1,0,0,1,6.02,6.99,10171000
Pune,Kalyani Nagar,Apartment,626.2,1,1,6,12,1,Semi-Furnished,1,1,0,1,6.13,4.87,8979000
Pune,Kalyani Nagar,Plot,1913.4,0,0,0,0,0,Unfurnished,1,0,0,0,10.0,6.77,18755000
Nagpur,Ramdaspeth,Plot,3186.6,0,0,0,0,0,Unfurnished,1,0,0,0,7.72,6.9,19154000
Nagpur,Kalmna,Villa,1297.6,2,1,1,1,1,Unfurnished,1,0,0,0,6.38,7.05,6089000
Mumbai,Andheri West,Plot,1837.0,0,0,0,0,0,Unfurnished,1,0,0,0,10.0,2.21,41357000
Mumbai,Powai,Apartment,473.2,1,1,2,12,0,Semi-Furnished,2,0,0,1,4.45,9.43,16396000
Mumbai,Bandra West,Apartment,1117.6,2,2,1,12,2,Semi-Furnished,0,1,0,0,6.69,3.71,45486000
Nagpur,Wardha Road,Apartment,908.2,2,2,7,9,10,Unfurnished,2,0,0,0,6.17,9.35,5893000
Nagpur,Besa,Apartment,1890.7,3,2,3,6,8,Unfurnished,1,0,0,1,8.11,7.43,8834000
Nagpur,Manish Nagar,Villa,1583.7,3,2,0,4,14,Semi-Furnished,1,0,1,1,5.91,10.0,10143000
Nagpur,Manish Nagar,Apartment,1361.6,2,1,0,5,0,Unfurnished,1,0,0,0,5.02,10.0,6891000
Nagpur,Hingna,Apartment,647.9,1,1,1,3,25,Semi-Furnished,0,1,0,1,2.37,2.3,1749000
Pune,Kalyani Nagar,Apartment,2243.0,3,2,12,17,6,Unfurnished,1,0,0,1,10.0,4.14,30500000
Mumbai,Malad,Plot,2180.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.66,4.47,28123000
Mumbai,Bandra West,Apartment,1728.4,3,3,12,14,0,Furnished,1,1,1,0,8.94,5.55,94126000
Nagpur,Besa,Villa,1807.7,3,2,6,7,2,Semi-Furnished,0,1,0,1,6.21,6.16,11063000
Mumbai,Goregaon,Apartment,1971.1,3,2,0,18,2,Unfurnished,0,1,0,1,3.77,6.33,36750000
Mumbai,Bandra West,Plot,4054.5,0,0,0,0,0,Unfurnished,0,0,0,0,9.89,9.98,125931000
Mumbai,Mira Road,Apartment,740.0,2,2,6,12,0,Unfurnished,0,0,0,1,9.17,7.99,10161000
Nagpur,Kalmna,Villa,320.0,1,1,11,13,5,Unfurnished,0,0,0,1,5.74,8.08,1450000
Nagpur,Ramdaspeth,Apartment,2303.2,3,2,3,10,3,Unfurnished,1,1,0,0,6.49,6.69,18444000
Nagpur,Hingna,Apartment,1088.2,2,2,0,1,11,Unfurnished,2,0,0,0,7.51,4.95,3061000
Mumbai,Chembur,Apartment,1848.5,4,4,0,14,30,Semi-Furnished,1,0,0,0,5.71,5.65,32995000
Nagpur,Ramdaspeth,Villa,2159.7,4,4,6,11,21,Semi-Furnished,1,0,0,1,5.08,7.64,23405000
Nagpur,Dharampeth,Plot,3892.7,0,0,0,0,0,Unfurnished,1,0,0,0,7.67,8.04,20214000
Pune,Hadapsar,Apartment,430.6,1,1,1,8,0,Furnished,2,0,0,1,5.15,6.06,3774000
Nagpur,Ramdaspeth,Apartment,1118.1,2,1,2,5,0,Furnished,2,0,1,1,6.6,6.96,11016000
Pune,Wakad,Villa,383.0,1,1,6,10,13,Semi-Furnished,1,0,1,1,4.92,1.91,4233000
Pune,Hinjewadi,Apartment,1183.2,2,1,0,8,6,Semi-Furnished,2,1,0,0,7.47,4.97,11310000
Pune,Wakad,Apartment,1346.5,3,3,6,10,13,Semi-Furnished,2,0,0,1,7.3,6.98,12097000
Nagpur,Civil Lines,Apartment,2719.6,4,3,11,12,0,Unfurnished,1,1,0,0,7.1,10.0,30745000
Pune,Hadapsar,Apartment,1199.6,2,1,8,12,4,Semi-Furnished,0,0,0,1,4.66,7.09,10587000
Nagpur,Wardha Road,Apartment,2923.2,4,4,0,5,7,Unfurnished,2,0,0,1,6.7,5.44,16489000
Nagpur,Manish Nagar,Apartment,596.6,1,1,4,7,0,Unfurnished,1,0,1,0,4.9,6.36,3498000
Mumbai,Bandra West,Apartment,2028.6,3,3,5,9,2,Semi-Furnished,1,1,0,1,7.45,6.68,105846000
Mumbai,Goregaon,Apartment,2116.7,4,3,4,13,1,Unfurnished,0,0,0,1,10.0,4.41,45045000
Pune,Koregaon Park,Apartment,1142.1,2,2,1,8,9,Furnished,0,0,0,1,5.04,6.39,15959000
Nagpur,Hingna,Apartment,635.8,1,1,5,5,3,Furnished,1,0,0,1,6.27,4.49,2617000
Nagpur,Ramdaspeth,Apartment,1459.0,2,1,7,7,5,Semi-Furnished,0,0,1,0,6.78,8.21,13743000
Mumbai,Panvel,Apartment,1261.0,2,2,6,13,0,Unfurnished,1,1,0,0,5.86,6.83,14080000
Pune,Kalyani Nagar,Apartment,1124.7,2,2,0,10,15,Semi-Furnished,0,0,0,1,8.34,4.04,14290000
Mumbai,Chembur,Apartment,712.6,2,1,9,13,5,Semi-Furnished,0,0,0,0,7.7,6.25,14389000
Nagpur,Ramdaspeth,Plot,2451.6,0,0,0,0,0,Unfurnished,1,0,0,0,8.39,5.95,15150000
Nagpur,Wardha Road,Apartment,1805.8,3,2,4,13,4,Unfurnished,0,1,0,1,4.66,7.49,10397000
Mumbai,Panvel,Apartment,611.9,1,1,9,11,5,Semi-Furnished,1,0,1,0,6.94,3.58,5744000
Mumbai,Powai,Apartment,1430.8,2,1,3,18,29,Unfurnished,0,0,0,0,4.37,6.18,29353000
Nagpur,Manish Nagar,Apartment,1593.9,3,3,0,4,0,Unfurnished,2,0,1,0,9.28,6.77,9045000
Nagpur,Ramdaspeth,Plot,3011.1,0,0,0,0,0,Unfurnished,0,0,0,0,3.34,5.87,14763000
Pune,Wagholi,Apartment,977.9,2,2,11,11,2,Furnished,1,0,0,1,8.47,6.82,6462000
Mumbai,Bandra West,Apartment,1735.3,3,2,0,2,15,Semi-Furnished,1,0,0,1,4.7,7.93,81755000
Nagpur,Dharampeth,Apartment,1107.3,2,2,1,4,6,Furnished,2,0,0,1,5.63,5.4,8850000
Nagpur,Wardha Road,Apartment,1974.3,3,2,15,19,1,Semi-Furnished,0,0,1,0,6.24,7.19,12094000
Pune,Kalyani Nagar,Apartment,592.2,1,1,0,5,9,Semi-Furnished,0,0,0,1,4.48,9.15,9314000
Nagpur,Civil Lines,Plot,3737.2,0,0,0,0,0,Unfurnished,0,0,0,0,7.03,8.26,26175000
Pune,Koregaon Park,Villa,1012.5,2,1,6,12,8,Unfurnished,2,0,1,0,6.29,6.1,21780000
Mumbai,Goregaon,Apartment,1503.7,3,2,5,13,8,Furnished,1,1,1,1,3.59,4.6,37359000
Nagpur,Wardha Road,Villa,1208.6,2,1,8,8,7,Unfurnished,0,1,0,0,5.55,5.9,7984000
Nagpur,Wardha Road,Plot,2210.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.0,3.51,9477000
Pune,Wagholi,Apartment,917.2,2,1,2,10,2,Furnished,1,1,0,0,3.4,2.99,5412000
Pune,Hinjewadi,Apartment,594.4,1,1,11,15,1,Furnished,2,0,0,1,9.58,4.51,5911000
Pune,Hinjewadi,Apartment,791.1,2,1,1,10,4,Semi-Furnished,1,1,0,1,5.97,5.1,8419000
Mumbai,Chembur,Plot,2198.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.35,10.0,32357000
Nagpur,Hingna,Apartment,1143.7,2,2,6,17,0,Semi-Furnished,0,1,0,0,7.62,10.0,4732000
Nagpur,Ramdaspeth,Apartment,1133.4,2,1,10,12,5,Semi-Furnished,1,0,0,1,7.71,4.06,9666000
Mumbai,Goregaon,Villa,1018.7,2,1,19,21,2,Semi-Furnished,1,1,0,0,5.94,5.47,25583000
Pune,Kalyani Nagar,Apartment,508.0,1,1,4,4,5,Semi-Furnished,1,1,0,0,4.36,7.1,8011000
Pune,Koregaon Park,Apartment,639.0,1,1,5,5,4,Semi-Furnished,2,0,0,0,5.96,4.77,10130000
Nagpur,Besa,Apartment,2058.8,3,3,6,8,4,Unfurnished,1,0,0,0,4.31,5.52,9891000
Pune,Hinjewadi,Apartment,1191.7,2,2,4,4,1,Unfurnished,1,0,0,0,6.92,4.72,10509000
Mumbai,Powai,Apartment,1968.6,3,2,6,18,2,Furnished,0,0,0,1,5.32,6.12,67320000
Mumbai,Mira Road,Villa,705.8,1,1,5,17,3,Semi-Furnished,1,0,0,0,5.67,7.08,11807000
Mumbai,Powai,Apartment,1518.8,3,3,6,13,2,Unfurnished,2,0,0,1,6.85,6.39,50485000
Nagpur,Wardha Road,Apartment,1088.7,2,2,13,14,0,Furnished,2,1,0,1,6.83,6.11,7481000
Pune,Koregaon Park,Apartment,726.2,1,1,1,10,5,Unfurnished,1,0,0,1,6.63,4.65,9345000
Nagpur,Besa,Plot,4050.1,0,0,0,0,0,Unfurnished,0,0,0,0,4.76,4.25,10761000
Nagpur,Manish Nagar,Apartment,2039.6,4,3,3,14,7,Unfurnished,2,0,0,0,10.0,8.45,11272000
Nagpur,Hingna,Apartment,1227.8,3,3,6,8,2,Unfurnished,1,1,0,0,9.58,9.11,5491000
Nagpur,Civil Lines,Plot,3546.8,0,0,0,0,0,Unfurnished,0,0,0,0,9.39,6.69,23935000
Mumbai,Andheri West,Plot,1980.2,0,0,0,0,0,Unfurnished,1,0,0,0,9.14,5.74,39012000
Pune,Hinjewadi,Apartment,2245.2,4,4,1,1,1,Unfurnished,1,0,0,1,5.88,6.66,21146000
Nagpur,Besa,Plot,1851.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.16,4.93,4852000
Pune,Hadapsar,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,7.08,6.81,4097000
Mumbai,Mira Road,Apartment,1772.8,3,2,4,10,12,Semi-Furnished,0,1,0,1,4.89,5.5,17582000
Pune,Baner,Apartment,1239.9,2,2,3,3,14,Semi-Furnished,0,1,0,0,6.93,3.4,12602000
Mumbai,Goregaon,Villa,1003.2,2,1,0,3,3,Unfurnished,1,0,1,0,3.6,8.21,23669000
Nagpur,Manish Nagar,Apartment,546.9,1,1,1,6,8,Semi-Furnished,0,1,0,1,6.56,5.32,3120000
Nagpur,Ramdaspeth,Plot,2692.2,0,0,0,0,0,Unfurnished,1,0,0,0,8.77,5.12,15458000
Nagpur,Civil Lines,Plot,3310.5,0,0,0,0,0,Unfurnished,0,0,0,0,3.72,6.69,18874000
Nagpur,Hingna,Apartment,1330.7,2,2,1,9,7,Semi-Furnished,1,0,0,1,6.45,3.84,5356000
Mumbai,Bandra West,Apartment,511.0,1,1,7,19,23,Unfurnished,0,1,0,1,6.74,9.46,20395000
Nagpur,Kalmna,Villa,1919.8,3,3,0,1,1,Unfurnished,1,0,1,1,5.48,6.34,9508000
Mumbai,Mira Road,Plot,4372.5,0,0,0,0,0,Unfurnished,1,0,0,0,7.64,4.97,38590000
Pune,Hinjewadi,Plot,4524.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.53,8.19,31059000
Mumbai,Chembur,Apartment,1093.9,2,2,19,23,0,Furnished,1,0,0,0,5.51,5.65,28253000
Nagpur,Wardha Road,Apartment,1884.1,3,2,1,2,0,Semi-Furnished,1,0,0,1,9.5,6.06,13618000
Nagpur,Ramdaspeth,Apartment,1299.0,2,1,0,5,2,Semi-Furnished,2,1,0,1,9.2,6.66,12261000
Pune,Koregaon Park,Villa,1979.1,3,3,13,14,0,Semi-Furnished,1,0,1,1,5.22,5.96,43440000
Mumbai,Andheri West,Apartment,1673.4,4,4,6,17,3,Unfurnished,1,1,0,0,1.0,7.79,41010000
Nagpur,Kalmna,Apartment,1394.1,2,1,2,3,25,Unfurnished,0,1,0,0,2.75,6.35,3203000
Nagpur,Civil Lines,Apartment,1079.2,2,1,15,15,10,Unfurnished,1,0,0,0,2.6,7.57,9977000
Pune,Baner,Villa,540.2,2,2,1,11,0,Furnished,1,0,0,1,6.39,6.32,10586000
Pune,Hadapsar,Apartment,2252.1,3,2,1,2,17,,1,0,0,0,5.35,5.32,16559000
Pune,Wakad,Plot,3267.1,0,0,0,0,0,Unfurnished,0,0,0,0,3.76,9.41,21655000
Mumbai,Malad,Apartment,1150.7,2,2,1,7,15,Furnished,0,1,0,0,8.66,4.09,23616000
Mumbai,Andheri West,Apartment,2782.0,4,3,4,21,0,Furnished,1,1,0,1,7.84,6.13,99681000
Mumbai,Mira Road,Plot,2846.7,0,0,0,0,0,Unfurnished,0,0,0,0,6.48,3.94,27791000
Nagpur,Ramdaspeth,Apartment,352.5,1,1,5,7,14,Unfurnished,1,1,0,0,9.28,8.66,3017000
Mumbai,Andheri West,Apartment,1339.5,2,2,12,16,6,Semi-Furnished,1,0,0,1,3.63,4.68,39544000
Pune,Koregaon Park,Plot,2368.8,0,0,0,0,0,Unfurnished,0,0,0,0,4.98,7.49,29142000
Mumbai,Andheri West,Plot,2552.4,0,0,0,0,0,Unfurnished,1,0,0,0,6.76,5.01,52758000
Nagpur,Hingna,Villa,1458.5,2,2,11,12,4,Semi-Furnished,0,1,0,0,6.01,9.89,8836000
Mumbai,Andheri West,Villa,1646.8,3,2,11,14,23,Semi-Furnished,2,0,0,1,7.81,6.7,67019000
Nagpur,Wardha Road,Apartment,529.1,1,1,0,4,3,Semi-Furnished,0,1,1,1,4.92,7.57,3216000
Pune,Baner,Apartment,1301.8,3,3,1,1,6,Unfurnished,2,1,0,1,3.71,3.65,15277000
Pune,Kalyani Nagar,Apartment,1097.7,2,2,7,16,10,Semi-Furnished,1,0,0,0,3.94,5.84,14740000
Nagpur,Besa,Apartment,1326.2,3,2,9,16,7,Unfurnished,0,0,0,1,6.9,7.58,5632000
Nagpur,Hingna,Apartment,2690.9,4,3,4,6,8,Furnished,2,0,0,0,6.04,7.03,11172000
Pune,Hinjewadi,Apartment,1645.8,3,3,4,7,5,Unfurnished,2,1,0,1,5.01,1.0,12715000
Pune,Hinjewadi,Plot,2264.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.11,8.93,18220000
Mumbai,Mira Road,Villa,1687.7,3,2,0,10,4,Unfurnished,1,1,1,1,5.47,5.11,30174000
Pune,Hadapsar,Apartment,553.6,1,1,13,13,6,Unfurnished,0,1,0,1,7.49,7.77,3711000
Nagpur,Kalmna,Villa,2568.0,5,5,10,11,1,Unfurnished,1,1,0,1,7.39,4.67,11324000
Pune,Koregaon Park,Apartment,1309.5,2,2,4,9,15,Semi-Furnished,1,0,0,1,7.28,6.69,19823000
Mumbai,Andheri West,Apartment,1778.6,3,2,8,15,4,Unfurnished,1,0,1,1,8.77,7.12,52711000
Nagpur,Manish Nagar,Apartment,1262.0,3,2,0,1,0,Unfurnished,1,0,0,1,6.24,2.09,6936000
Nagpur,Kalmna,Apartment,1033.6,2,1,5,7,6,Semi-Furnished,2,0,0,1,6.28,7.67,3663000
Mumbai,Andheri West,Apartment,1632.5,3,2,1,19,6,Unfurnished,1,0,0,1,5.92,5.79,41840000
Nagpur,Manish Nagar,Apartment,1295.7,2,1,1,4,2,Semi-Furnished,1,0,0,1,5.27,5.93,6634000
Mumbai,Andheri West,Apartment,1495.8,3,2,5,8,12,Unfurnished,1,0,0,1,8.27,6.42,44969000
Mumbai,Chembur,Apartment,975.1,2,2,0,12,5,Furnished,0,1,0,1,6.11,7.38,28861000
Nagpur,Kalmna,Apartment,937.0,2,1,0,4,0,Unfurnished,2,1,0,1,7.83,7.29,2788000
Pune,Wakad,Plot,3138.2,0,0,0,0,0,Unfurnished,1,0,0,0,6.83,8.87,22488000
Pune,Wagholi,Plot,2968.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.41,6.94,13444000
Mumbai,Andheri West,Apartment,1651.9,3,3,9,13,0,,1,0,0,1,6.43,4.72,62542000
Pune,Wakad,Apartment,1355.1,2,1,9,10,16,Unfurnished,1,0,0,1,8.65,7.08,14682000
Mumbai,Bandra West,Apartment,1139.3,2,1,2,4,13,Unfurnished,1,0,0,1,4.76,4.24,45002000
Mumbai,Bandra West,Apartment,1466.5,2,1,0,16,7,Unfurnished,0,1,0,1,8.06,4.22,56219000
Pune,Wagholi,Plot,1915.5,0,0,0,0,0,Unfurnished,1,0,0,0,5.23,3.97,7240000
Mumbai,Bandra West,Villa,906.8,2,2,8,9,11,Semi-Furnished,1,0,0,1,8.97,7.74,62051000
Pune,Wagholi,Villa,2170.4,4,4,1,1,2,Semi-Furnished,1,0,1,1,9.32,7.6,21230000
Mumbai,Powai,Plot,2775.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.87,5.56,63491000
Mumbai,Bandra West,Villa,1867.4,4,4,7,7,5,Semi-Furnished,2,0,0,1,7.2,4.05,96021000
Pune,Kalyani Nagar,Apartment,1833.3,3,2,0,9,2,Semi-Furnished,0,1,0,1,4.26,8.09,28833000
Mumbai,Chembur,Apartment,1379.5,3,2,16,19,0,Unfurnished,0,1,1,1,8.85,4.83,38284000
Nagpur,Kalmna,Villa,2157.3,3,2,6,9,1,Unfurnished,1,0,0,1,5.92,6.05,10183000
