location,area_type,availability_status,total_sqft,bhk,bath,balcony,price,sqft_per_bhk,bath_per_bhk
other,Plot Area,Ready To Move,1500.0,3.0,2.0,1.0,20000000.0,500.0,0.6666666666666666
Kanakpura Road,Super built-up Area,Ready To Move,1430.0,2.0,2.0,2.0,7800000.0,715.0,1.0
Channasandra,Super built-up Area,Ready To Move,1195.0,3.0,2.0,1.0,5600000.0,398.3333333333333,0.6666666666666666
Old Madras Road,Super built-up Area,Ready To Move,2640.0,3.0,5.0,1.0,15000000.0,880.0,1.6666666666666667
Bisuvanahalli,Super built-up Area,Ready To Move,1075.0,3.0,2.0,1.0,4200000.0,358.3333333333333,0.6666666666666666
Hennur Road,Super built-up Area,Under Construction,1570.0,3.0,3.0,0.0,7598999.999999999,523.3333333333334,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1450.0,3.0,2.0,1.0,10200000.0,483.3333333333333,0.6666666666666666
Sarjapur  Road,Super built-up Area,Ready To Move,1129.0,2.0,2.0,1.0,6900000.0,564.5,1.0
Sarjapura - Attibele Road,Super built-up Area,Ready To Move,1126.0,2.0,2.0,1.0,3600000.0,563.0,1.0
Hennur Road,Super built-up Area,Ready To Move,1933.0,3.0,3.0,2.0,14000000.0,644.3333333333334,1.0
TC Palaya,Built-up Area,Ready To Move,1082.0,2.0,2.0,2.0,6400000.0,541.0,1.0
other,Super built-up Area,Under Construction,610.0,1.0,1.0,0.0,2800000.0,610.0,1.0
Kathriguppe,Super built-up Area,Ready To Move,1300.0,3.0,3.0,3.0,7798999.999999999,433.3333333333333,1.0
Kudlu Gate,Built-up Area,Ready To Move,3850.0,4.0,6.0,0.0,20500000.0,962.5,1.5
CV Raman Nagar,Built-up Area,Ready To Move,1125.0,2.0,2.0,1.0,4600000.0,562.5,1.0
other,Plot Area,Ready To Move,2400.0,6.0,7.0,2.0,10700000.0,400.0,1.1666666666666667
Kengeri Satellite Town,Super built-up Area,Ready To Move,777.4,2.0,2.0,0.0,2500000.0,388.7,1.0
Old Airport Road,Super built-up Area,Ready To Move,1798.0,3.0,3.0,0.0,15000000.0,599.3333333333334,1.0
other,Built-up Area,Ready To Move,1864.0,3.0,3.0,2.0,12000000.0,621.3333333333334,1.0
Whitefield,Super built-up Area,Ready To Move,1115.0,2.0,2.0,1.0,5191000.0,557.5,1.0
Ananth Nagar,Super built-up Area,Under Construction,992.0,2.0,2.0,2.0,2480000.0,496.0,1.0
other,Built-up Area,Ready To Move,950.0,2.0,2.0,3.0,5700000.0,475.0,1.0
R.T. Nagar,Plot Area,Ready To Move,1500.0,4.0,4.0,3.0,18500000.0,375.0,1.0
Bellandur,Super built-up Area,Ready To Move,1200.0,2.0,2.0,1.0,6200000.0,600.0,1.0
GM Palaya,Built-up Area,Ready To Move,1735.0,3.0,3.0,2.0,7000000.0,578.3333333333334,1.0
BTM 2nd Stage,Built-up Area,Ready To Move,1750.0,3.0,3.0,3.0,17200000.0,583.3333333333334,1.0
HSR Layout,Super built-up Area,Ready To Move,1009.0,2.0,2.0,2.0,5600000.0,504.5,1.0
Jalahalli,Super built-up Area,Ready To Move,1470.0,3.0,2.0,3.0,10200000.0,490.0,0.6666666666666666
Bannerghatta Road,Super built-up Area,Ready To Move,1527.0,3.0,3.0,2.0,11500000.0,509.0,1.0
other,Built-up Area,Ready To Move,985.0,2.0,2.0,1.0,4500000.0,492.5,1.0
Whitefield,Super built-up Area,Under Construction,1277.0,2.0,2.0,1.0,7700000.0,638.5,1.0
other,Super built-up Area,Under Construction,1100.0,2.0,2.0,1.0,6200000.0,550.0,1.0
Whitefield,Super built-up Area,Ready To Move,1820.0,3.0,3.0,2.0,14000000.0,606.6666666666666,1.0
other,Super built-up Area,Ready To Move,1530.0,4.0,3.0,3.0,8700000.0,382.5,0.75
Jakkur,Super built-up Area,Ready To Move,1880.0,3.0,4.0,2.0,11000000.0,626.6666666666666,1.3333333333333333
Hennur,Super built-up Area,Ready To Move,1255.0,2.0,2.0,2.0,5235000.0,627.5,1.0
Kanakpura Road,Super built-up Area,Under Construction,700.0,2.0,2.0,1.0,3600000.0,350.0,1.0
Electronic City Phase II,Built-up Area,Under Construction,1025.0,2.0,2.0,1.0,2960000.0,512.5,1.0
Whitefield,Built-up Area,Ready To Move,3453.0,4.0,4.0,2.0,24700000.0,863.25,1.0
Uttarahalli,Super built-up Area,Ready To Move,1490.0,3.0,2.0,2.0,5960000.0,496.6666666666667,0.6666666666666666
Sarjapur  Road,Super built-up Area,Ready To Move,1850.0,3.0,3.0,2.0,14000000.0,616.6666666666666,1.0
Kaikondrahalli,Super built-up Area,Ready To Move,1250.0,2.0,2.0,1.0,7800000.0,625.0,1.0
other,Super built-up Area,Ready To Move,2400.0,4.0,3.0,1.0,10800000.0,600.0,0.75
Jalahalli,Super built-up Area,Under Construction,1244.0,2.0,2.0,2.0,8800000.0,622.0,1.0
Kasavanhalli,Super built-up Area,Ready To Move,1719.0,3.0,3.0,2.0,7100000.0,573.0,1.0
Hosa Road,Super built-up Area,Under Construction,1470.0,3.0,2.0,2.0,8422000.0,490.0,0.6666666666666666
Yelahanka,Super built-up Area,Ready To Move,1140.0,2.0,2.0,1.0,5066000.0,570.0,1.0
Harlur,Super built-up Area,Ready To Move,1752.12,3.0,3.0,2.0,12500000.0,584.04,1.0
Old Madras Road,Super built-up Area,Ready To Move,2990.0,3.0,3.0,2.0,17000000.0,996.6666666666666,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1660.0,3.0,3.0,2.0,8500000.0,553.3333333333334,1.0
Electronic City,Super built-up Area,Ready To Move,1275.0,3.0,3.0,3.0,6343000.0,425.0,1.0
other,Plot Area,Ready To Move,1200.0,3.0,2.0,0.0,9000000.0,400.0,0.6666666666666666
Banashankari Stage VI,Super built-up Area,Under Construction,1392.0,3.0,3.0,1.0,6945999.999999999,464.0,1.0
Whitefield,Super built-up Area,Under Construction,1245.0,2.0,2.0,1.0,5976000.0,622.5,1.0
Yeshwanthpur,Super built-up Area,Ready To Move,1162.0,2.0,2.0,2.0,6408000.0,581.0,1.0
Singasandra,Super built-up Area,Ready To Move,1476.0,3.0,2.0,1.0,7300000.0,492.0,0.6666666666666666
KR Puram,Built-up Area,Ready To Move,700.0,1.0,1.0,1.0,2150000.0,700.0,1.0
other,Built-up Area,Ready To Move,3600.0,6.0,6.0,1.0,17000000.0,600.0,1.0
Jigani,Built-up Area,Ready To Move,943.0,2.0,2.0,2.0,4800000.0,471.5,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1113.0,2.0,2.0,1.0,4450000.0,556.5,1.0
Varthur,Super built-up Area,Under Construction,1615.0,3.0,3.0,2.0,6943000.000000001,538.3333333333334,1.0
other,Super built-up Area,Ready To Move,1279.0,2.0,2.0,3.0,10000000.0,639.5,1.0
other,Super built-up Area,Ready To Move,1256.0,2.0,2.0,1.0,6000000.0,628.0,1.0
Benson Town,Built-up Area,Ready To Move,1805.0,3.0,3.0,2.0,28000000.0,601.6666666666666,1.0
other,Super built-up Area,Under Construction,1525.0,3.0,3.0,2.0,6863000.0,508.3333333333333,1.0
Hebbal,Super built-up Area,Under Construction,1645.0,3.0,3.0,2.0,11700000.0,548.3333333333334,1.0
Ardendale,Super built-up Area,Ready To Move,1777.26,3.0,3.0,2.0,9200000.0,592.42,1.0
Bisuvanahalli,Super built-up Area,Ready To Move,845.0,2.0,2.0,2.0,3200000.0,422.5,1.0
other,Built-up Area,Ready To Move,900.0,2.0,2.0,0.0,2500000.0,450.0,1.0
Varthur,Super built-up Area,Under Construction,1210.0,2.0,2.0,1.0,6415000.000000001,605.0,1.0
Electronic City Phase II,Super built-up Area,Under Construction,829.0,2.0,2.0,1.0,2280000.0,414.5,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,1879.0,3.0,3.0,2.0,15500000.0,626.3333333333334,1.0
other,Built-up Area,Ready To Move,1200.0,4.0,2.0,2.0,3500000.0,300.0,0.5
Marathahalli,Super built-up Area,Under Construction,1108.0,3.0,2.0,1.0,6000000.0,369.3333333333333,0.6666666666666666
Kanakpura Road,Super built-up Area,Under Construction,1401.0,3.0,3.0,2.0,6900000.0,467.0,1.0
Sarjapur  Road,Super built-up Area,Under Construction,1157.0,3.0,2.0,1.0,7500000.0,385.6666666666667,0.6666666666666666
other,Built-up Area,Ready To Move,1185.0,2.0,2.0,1.0,4266000.0,592.5,1.0
Green Glen Layout,Super built-up Area,Ready To Move,1751.0,3.0,3.0,2.0,11500000.0,583.6666666666666,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1880.0,3.0,3.0,2.0,9650000.0,626.6666666666666,1.0
Whitefield,Super built-up Area,Under Construction,1322.5,3.0,3.0,0.0,4098500.0,440.8333333333333,1.0
Channasandra,Super built-up Area,Ready To Move,1175.0,2.0,2.0,2.0,3800000.0,587.5,1.0
Jalahalli,Built-up Area,Ready To Move,1407.0,2.0,2.0,1.0,9849000.0,703.5,1.0
Yelachenahalli,Super built-up Area,Ready To Move,1000.0,2.0,2.0,2.0,5000000.0,500.0,1.0
Electronic City,Super built-up Area,Ready To Move,1518.0,3.0,3.0,3.0,7500000.0,506.0,1.0
other,Plot Area,Ready To Move,3600.0,4.0,4.0,2.0,30000000.0,900.0,1.0
Tumkur Road,Super built-up Area,Under Construction,1027.0,2.0,2.0,1.0,6700000.0,513.5,1.0
other,Super built-up Area,Ready To Move,3730.0,4.0,6.0,2.0,43000000.0,932.5,1.5
HSR Layout,Built-up Area,Ready To Move,1145.0,2.0,2.0,2.0,4600000.0,572.5,1.0
Begur Road,Super built-up Area,Ready To Move,1500.0,3.0,2.0,3.0,4725000.0,500.0,0.6666666666666666
Varthur,Super built-up Area,Ready To Move,1737.0,3.0,2.0,1.0,5732000.0,579.0,0.6666666666666666
other,Plot Area,Ready To Move,1600.0,3.0,4.0,1.0,12000000.0,533.3333333333334,1.3333333333333333
other,Plot Area,Ready To Move,1120.0,2.0,2.0,0.0,6000000.0,560.0,1.0
Hennur Road,Super built-up Area,Under Construction,1030.0,2.0,2.0,1.0,4650000.0,515.0,1.0
Kammasandra,Super built-up Area,Ready To Move,1057.0,2.0,2.0,1.0,3500000.0,528.5,1.0
Old Airport Road,Super built-up Area,Under Construction,2774.0,4.0,4.0,3.0,20800000.0,693.5,1.0
Hormavu,Super built-up Area,Ready To Move,1075.0,2.0,2.0,1.0,5370000.0,537.5,1.0
Mysore Road,Super built-up Area,Ready To Move,1080.0,3.0,2.0,1.0,6000000.0,360.0,0.6666666666666666
other,Super built-up Area,Ready To Move,5100.0,6.0,7.0,0.0,22500000.0,850.0,1.1666666666666667
Singasandra,Super built-up Area,Ready To Move,1139.7,2.0,2.0,1.0,4500000.0,569.85,1.0
Whitefield,Super built-up Area,Under Construction,1074.0,2.0,2.0,1.0,4280000.0,537.0,1.0
Whitefield,Plot Area,Under Construction,1200.0,2.0,2.0,1.0,4613000.0,600.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,2425.0,4.0,5.0,1.0,17500000.0,606.25,1.25
Sarjapur  Road,Super built-up Area,Ready To Move,1323.0,2.0,2.0,2.0,7400000.0,661.5,1.0
Hennur Road,Super built-up Area,Under Construction,1232.0,2.0,2.0,1.0,6961000.0,616.0,1.0
Kalena Agrahara,Super built-up Area,Ready To Move,900.0,2.0,2.0,1.0,4000000.0,450.0,1.0
Sarjapura - Attibele Road,Super built-up Area,Ready To Move,740.0,1.0,1.0,1.0,2365000.0,740.0,1.0
Hebbal,Super built-up Area,Under Construction,1920.0,3.0,3.0,2.0,13400000.0,640.0,1.0
Bannerghatta Road,Super built-up Area,Ready To Move,1550.0,3.0,3.0,2.0,9600000.0,516.6666666666666,1.0
Gunjur,Super built-up Area,Ready To Move,1588.0,3.0,2.0,3.0,9000000.0,529.3333333333334,0.6666666666666666
Rajaji Nagar,Built-up Area,Ready To Move,2300.0,3.0,4.0,1.0,24000000.0,766.6666666666666,1.3333333333333333
R.T. Nagar,Built-up Area,Ready To Move,3600.0,9.0,8.0,2.0,16500000.0,400.0,0.8888888888888888
other,Built-up Area,Ready To Move,1308.0,2.0,2.0,1.0,8600000.0,654.0,1.0
Hennur,Super built-up Area,Ready To Move,1340.0,3.0,2.0,2.0,5427000.0,446.6666666666667,0.6666666666666666
other,Built-up Area,Ready To Move,2170.0,4.0,3.0,2.0,26500000.0,542.5,0.75
Horamavu Agara,Super built-up Area,Ready To Move,1107.83,2.0,2.0,1.0,4151000.0,553.915,1.0
Whitefield,Plot Area,Under Construction,1200.0,2.0,2.0,1.0,4584000.0,600.0,1.0
Electronic City,Built-up Area,Under Construction,1090.0,1.0,2.0,1.0,3148000.0,1090.0,2.0
Jakkur,Super built-up Area,Under Construction,1660.0,3.0,3.0,2.0,10400000.0,553.3333333333334,1.0
Nagavara,Super built-up Area,Ready To Move,1247.0,2.0,2.0,1.0,5856000.0,623.5,1.0
Thanisandra,Super built-up Area,Under Construction,1595.0,3.0,3.0,2.0,9600000.0,531.6666666666666,1.0
Kaggadasapura,Super built-up Area,Ready To Move,1175.0,2.0,2.0,2.0,5000000.0,587.5,1.0
Old Airport Road,Super built-up Area,Ready To Move,1184.0,2.0,2.0,1.0,7800000.0,592.0,1.0
other,Super built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,5500000.0,550.0,1.0
Yelahanka,Built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,6000000.0,600.0,1.0
Rajaji Nagar,Plot Area,Ready To Move,2400.0,5.0,5.0,1.0,40800000.0,480.0,1.0
other,Super built-up Area,Ready To Move,1000.0,2.0,2.0,1.0,4500000.0,500.0,1.0
Uttarahalli,Built-up Area,Ready To Move,1000.0,2.0,2.0,0.0,5200000.0,500.0,1.0
Yelahanka,Super built-up Area,Ready To Move,1705.0,3.0,3.0,2.0,8500000.0,568.3333333333334,1.0
Tumkur Road,Built-up Area,Ready To Move,1060.0,3.0,2.0,2.0,5830000.0,353.3333333333333,0.6666666666666666
Chikka Tirupathi,Plot Area,Ready To Move,2325.0,4.0,4.0,1.0,12000000.0,581.25,1.0
other,Super built-up Area,Under Construction,1347.0,3.0,2.0,2.0,5500000.0,449.0,0.6666666666666666
Whitefield,Super built-up Area,Under Construction,2280.0,3.0,4.0,2.0,12500000.0,760.0,1.3333333333333333
other,Super built-up Area,Ready To Move,1225.0,2.0,2.0,2.0,7105000.0,612.5,1.0
5th Phase JP Nagar,Super built-up Area,Ready To Move,1080.0,2.0,2.0,1.0,5300000.0,540.0,1.0
Begur Road,Built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,4260000.0,550.0,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1200.0,2.0,2.0,2.0,7800000.0,600.0,1.0
Begur Road,Super built-up Area,Ready To Move,1565.0,3.0,2.0,2.0,5791000.0,521.6666666666666,0.6666666666666666
other,Plot Area,Under Construction,1200.0,2.0,3.0,0.0,7800000.0,600.0,1.5
Kothanur,Super built-up Area,Ready To Move,1581.0,3.0,3.0,3.0,7600000.0,527.0,1.0
Whitefield,Super built-up Area,Under Construction,2882.0,4.0,5.0,1.0,20000000.0,720.5,1.25
other,Super built-up Area,Ready To Move,2180.0,3.0,3.0,3.0,27300000.0,726.6666666666666,1.0
Abbigere,Super built-up Area,Ready To Move,985.0,2.0,2.0,1.0,3892000.0,492.5,1.0
Sarjapur,Built-up Area,Ready To Move,950.0,2.0,2.0,2.0,3500000.0,475.0,1.0
other,Super built-up Area,Ready To Move,1339.0,2.0,2.0,2.0,5500000.0,669.5,1.0
other,Super built-up Area,Ready To Move,1449.0,3.0,3.0,1.0,7200000.0,483.0,1.0
other,Super built-up Area,Under Construction,1100.0,2.0,2.0,2.0,3868000.0,550.0,1.0
Hoskote,Super built-up Area,Ready To Move,1003.5,2.0,2.0,0.0,2809500.0,501.75,1.0
other,Super built-up Area,Ready To Move,1100.0,2.0,2.0,3.0,5500000.0,550.0,1.0
Electronic City,Built-up Area,Under Construction,1140.0,2.0,2.0,1.0,3292000.0,570.0,1.0
other,Super built-up Area,Ready To Move,3300.0,8.0,8.0,3.0,31000000.0,412.5,1.0
Chandapura,Built-up Area,Ready To Move,800.0,2.0,1.0,2.0,3000000.0,400.0,0.5
Chikkabanavar,Built-up Area,Ready To Move,2000.0,5.0,4.0,0.0,6500000.0,400.0,0.8
other,Built-up Area,Ready To Move,1300.0,2.0,2.0,3.0,9500000.0,650.0,1.0
Kanakpura Road,Super built-up Area,Ready To Move,1220.0,2.0,2.0,2.0,6000000.0,610.0,1.0
Sarjapur  Road,Super built-up Area,Ready To Move,2289.0,3.0,3.0,2.0,17800000.0,763.0,1.0
Whitefield,Super built-up Area,Under Construction,1170.0,2.0,2.0,1.0,5600000.0,585.0,1.0
other,Super built-up Area,Ready To Move,1350.0,2.0,2.0,2.0,8950000.0,675.0,1.0
Kambipura,Super built-up Area,Ready To Move,883.0,2.0,2.0,1.0,4500000.0,441.5,1.0
Electronic City Phase II,Super built-up Area,Under Construction,2187.5,4.0,4.0,0.0,10500000.0,546.875,1.0
Ambalipura,Super built-up Area,Ready To Move,1060.0,2.0,2.0,1.0,5850000.0,530.0,1.0
Padmanabhanagar,Super built-up Area,Under Construction,2051.0,3.0,3.0,1.0,18000000.0,683.6666666666666,1.0
Vittasandra,Super built-up Area,Ready To Move,1404.0,2.0,2.0,1.0,7200000.0,702.0,1.0
Electronic City Phase II,Super built-up Area,Ready To Move,1252.0,2.0,2.0,1.0,6700000.0,626.0,1.0
Bannerghatta Road,Super built-up Area,Under Construction,1885.0,3.0,3.0,1.0,12500000.0,628.3333333333334,1.0
Kaikondrahalli,Built-up Area,Ready To Move,3381.0,6.0,6.0,3.0,22500000.0,563.5,1.0
Hormavu,Super built-up Area,Ready To Move,980.0,2.0,2.0,2.0,4200000.0,490.0,1.0
Rajaji Nagar,Super built-up Area,Ready To Move,2500.0,3.0,3.0,3.0,34000000.0,833.3333333333334,1.0
Banashankari,Super built-up Area,Under Construction,1420.0,3.0,3.0,1.0,6600000.0,473.3333333333333,1.0
other,Built-up Area,Ready To Move,2312.0,3.0,3.0,2.0,15600000.0,770.6666666666666,1.0
Kaggadasapura,Super built-up Area,Ready To Move,3000.0,4.0,4.0,0.0,13000000.0,750.0,1.0
other,Built-up Area,Ready To Move,1175.0,2.0,2.0,1.0,7000000.0,587.5,1.0
other,Super built-up Area,Ready To Move,1145.0,2.0,2.0,2.0,5100000.0,572.5,1.0
Bhoganhalli,Built-up Area,Ready To Move,970.0,2.0,2.0,1.0,5250000.0,485.0,1.0
Electronic City,Built-up Area,Under Construction,1125.0,2.0,2.0,1.0,3249000.0,562.5,1.0
Whitefield,Super built-up Area,Under Construction,1639.5,3.0,3.0,0.0,9263000.0,546.5,1.0
9th Phase JP Nagar,Built-up Area,Ready To Move,5000.0,4.0,4.0,0.0,30000000.0,1250.0,1.0
other,Built-up Area,Ready To Move,2150.0,3.0,3.0,3.0,24000000.0,716.6666666666666,1.0
Ramagondanahalli,Super built-up Area,Under Construction,1635.0,3.0,3.0,1.0,5700000.0,545.0,1.0
Jalahalli,Super built-up Area,Under Construction,1200.0,1.0,2.0,1.0,6600000.0,1200.0,2.0
Kathriguppe,Super built-up Area,Ready To Move,1335.0,3.0,2.0,2.0,7343000.000000001,445.0,0.6666666666666666
Yeshwanthpur,Super built-up Area,Ready To Move,1166.0,2.0,2.0,1.0,6408000.0,583.0,1.0
Rajaji Nagar,Super built-up Area,Ready To Move,2390.0,3.0,3.0,1.0,37200000.0,796.6666666666666,1.0
other,Super built-up Area,Ready To Move,1460.0,3.0,2.0,1.0,9000000.0,486.6666666666667,0.6666666666666666
other,Super built-up Area,Ready To Move,1690.0,3.0,3.0,3.0,5000000.0,563.3333333333334,1.0
other,Plot Area,Ready To Move,1386.0,4.0,3.0,2.0,9300000.0,346.5,0.75
other,Super built-up Area,Ready To Move,1090.0,2.0,2.0,2.0,3200000.0,545.0,1.0
Thanisandra,Super built-up Area,Under Construction,1732.0,3.0,3.0,1.0,8573000.0,577.3333333333334,1.0
Whitefield,Super built-up Area,Ready To Move,1390.0,2.0,2.0,1.0,7200000.0,695.0,1.0
Sector 2 HSR Layout,Built-up Area,Ready To Move,1095.0,2.0,2.0,1.0,8541000.0,547.5,1.0
Kengeri,Super built-up Area,Under Construction,416.0,1.0,1.0,1.0,1719000.0000000002,416.0,1.0
Yelahanka,Built-up Area,Ready To Move,1350.0,3.0,2.0,3.0,8500000.0,450.0,0.6666666666666666
Bannerghatta Road,Built-up Area,Ready To Move,1453.0,3.0,2.0,2.0,7300000.0,484.3333333333333,0.6666666666666666
Thanisandra,Super built-up Area,Ready To Move,1226.0,2.0,2.0,1.0,6500000.0,613.0,1.0
Hegde Nagar,Super built-up Area,Ready To Move,1168.0,3.0,2.0,1.0,6800000.0,389.3333333333333,0.6666666666666666
Bannerghatta,Super built-up Area,Under Construction,1776.0,3.0,3.0,2.0,12400000.0,592.0,1.0
Whitefield,Built-up Area,Ready To Move,1634.0,3.0,3.0,2.0,6800000.0,544.6666666666666,1.0
other,Super built-up Area,Ready To Move,1650.0,3.0,3.0,2.0,9500000.0,550.0,1.0
Whitefield,Super built-up Area,Ready To Move,1190.0,2.0,2.0,1.0,7000000.0,595.0,1.0
other,Super built-up Area,Ready To Move,1559.0,3.0,3.0,2.0,6200000.0,519.6666666666666,1.0
other,Super built-up Area,Ready To Move,6652.0,4.0,6.0,1.0,51000000.0,1663.0,1.5
Kodichikkanahalli,Super built-up Area,Ready To Move,976.0,2.0,2.0,1.0,5000000.0,488.0,1.0
Yelahanka,Built-up Area,Ready To Move,1633.0,3.0,3.0,2.0,11000000.0,544.3333333333334,1.0
Ramagondanahalli,Super built-up Area,Under Construction,1151.0,2.0,2.0,2.0,4600000.0,575.5,1.0
Kereguddadahalli,Super built-up Area,Ready To Move,1400.0,3.0,2.0,2.0,4200000.0,466.6666666666667,0.6666666666666666
Uttarahalli,Super built-up Area,Under Construction,1037.0,2.0,2.0,1.0,3600000.0,518.5,1.0
other,Super built-up Area,Ready To Move,1060.0,2.0,2.0,1.0,5200000.0,530.0,1.0
Thigalarapalya,Super built-up Area,Ready To Move,2215.0,3.0,4.0,2.0,16200000.0,738.3333333333334,1.3333333333333333
Hennur,Super built-up Area,Ready To Move,1255.0,2.0,2.0,2.0,5450000.0,627.5,1.0
other,Plot Area,Ready To Move,2500.0,3.0,2.0,1.0,30000000.0,833.3333333333334,0.6666666666666666
Hormavu,Super built-up Area,Ready To Move,1075.0,2.0,2.0,1.0,5370000.0,537.5,1.0
Harlur,Super built-up Area,Under Construction,2569.0,4.0,5.0,3.0,18000000.0,642.25,1.25
Kudlu Gate,Super built-up Area,Under Construction,1183.0,2.0,2.0,1.0,7954000.000000001,591.5,1.0
HSR Layout,Super built-up Area,Ready To Move,1100.0,2.0,2.0,2.0,4400000.0,550.0,1.0
GM Palaya,Super built-up Area,Ready To Move,1643.0,3.0,2.0,2.0,7000000.0,547.6666666666666,0.6666666666666666
other,Super built-up Area,Ready To Move,1500.0,3.0,2.0,2.0,12000000.0,500.0,0.6666666666666666
Jakkur,Super built-up Area,Ready To Move,1291.0,2.0,2.0,1.0,7500000.0,645.5,1.0
Electronic City,Super built-up Area,Ready To Move,1060.0,2.0,2.0,1.0,5500000.0,530.0,1.0
7th Phase JP Nagar,Super built-up Area,Ready To Move,1575.0,3.0,2.0,2.0,11000000.0,525.0,0.6666666666666666
other,Built-up Area,Ready To Move,1700.0,4.0,3.0,2.0,5500000.0,425.0,0.75
Mahadevpura,Super built-up Area,Ready To Move,1236.0,2.0,2.0,1.0,5800000.0,618.0,1.0
Malleshwaram,Super built-up Area,Ready To Move,2475.0,3.0,4.0,3.0,32600000.0,825.0,1.3333333333333333
Pai Layout,Built-up Area,Ready To Move,3800.0,6.0,6.0,0.0,17500000.0,633.3333333333334,1.0
Electronic City,Built-up Area,Under Construction,1200.0,2.0,2.0,1.0,3465999.9999999995,600.0,1.0
Hulimavu,Plot Area,Ready To Move,1200.0,4.0,4.0,1.0,7500000.0,300.0,1.0
Harlur,Built-up Area,Ready To Move,1225.0,2.0,2.0,2.0,5600000.0,612.5,1.0
9th Phase JP Nagar,Super built-up Area,Under Construction,1240.0,3.0,2.0,2.0,4285000.0,413.3333333333333,0.6666666666666666
Banashankari,Super built-up Area,Under Construction,1200.0,3.0,3.0,2.0,7452000.0,400.0,1.0
Kudlu Gate,Super built-up Area,Under Construction,1850.0,3.0,3.0,2.0,11000000.0,616.6666666666666,1.0
other,Super built-up Area,Ready To Move,3150.0,4.0,4.0,3.0,18000000.0,787.5,1.0
other,Built-up Area,Ready To Move,1200.0,1.0,1.0,0.0,3982000.0,1200.0,1.0
other,Built-up Area,Ready To Move,3520.0,5.0,6.0,1.0,46000000.0,704.0,1.2
Chandapura,Super built-up Area,Under Construction,1185.0,3.0,2.0,2.0,3022000.0,395.0,0.6666666666666666
Jigani,Super built-up Area,Ready To Move,918.0,2.0,2.0,2.0,5600000.0,459.0,1.0
other,Super built-up Area,Ready To Move,1330.0,3.0,2.0,2.0,6800000.0,443.3333333333333,0.6666666666666666
Munnekollal,Built-up Area,Ready To Move,1540.0,3.0,2.0,3.0,7000000.0,513.3333333333334,0.6666666666666666
Lakshminarayana Pura,Super built-up Area,Ready To Move,1200.0,2.0,2.0,2.0,8000000.0,600.0,1.0
other,Super built-up Area,Under Construction,927.0,2.0,2.0,2.0,3700000.0,463.5,1.0
Sarjapur,Built-up Area,Under Construction,2585.5,4.0,4.0,0.0,11500000.0,646.375,1.0
CV Raman Nagar,Super built-up Area,Ready To Move,1400.0,3.0,2.0,2.0,7800000.0,466.6666666666667,0.6666666666666666
8th Phase JP Nagar,Super built-up Area,Ready To Move,1510.0,2.0,2.0,3.0,8000000.0,755.0,1.0
ITPL,Plot Area,Under Construction,1500.0,3.0,3.0,1.0,6152000.0,500.0,1.0
Yelahanka,Super built-up Area,Under Construction,827.5,1.0,1.0,0.0,4253500.0,827.5,1.0
Vidyaranyapura,Super built-up Area,Ready To Move,1100.0,3.0,2.0,2.0,7200000.0,366.6666666666667,0.6666666666666666
other,Built-up Area,Ready To Move,1200.0,3.0,3.0,1.0,6800000.0,400.0,1.0
Kanakpura Road,Super built-up Area,Under Construction,1100.0,3.0,3.0,2.0,5300000.0,366.6666666666667,1.0
Hormavu,Carpet Area,Under Construction,2282.0,4.0,4.0,0.0,11500000.0,570.5,1.0
other,Built-up Area,Ready To Move,760.0,2.0,2.0,1.0,3749000.0,380.0,1.0
Sarjapur,Plot Area,Ready To Move,2172.0,3.0,3.0,0.0,10000000.0,724.0,1.0
other,Super built-up Area,Ready To Move,3800.0,6.0,6.0,0.0,39000000.0,633.3333333333334,1.0
8th Phase JP Nagar,Super built-up Area,Ready To Move,3300.0,3.0,3.0,2.0,16500000.0,1100.0,1.0
other,Plot Area,Ready To Move,410.0,1.0,1.0,1.0,4800000.0,410.0,1.0
Uttarahalli,Super built-up Area,Ready To Move,1245.0,3.0,2.0,2.0,4358000.0,415.0,0.6666666666666666
Kadugodi,Built-up Area,Ready To Move,1088.0,2.0,2.0,2.0,4400000.0,544.0,1.0
Sahakara Nagar,Built-up Area,Ready To Move,1200.0,2.0,2.0,0.0,4600000.0,600.0,1.0
TC Palaya,Plot Area,Ready To Move,1995.0,3.0,3.0,1.0,10000000.0,665.0,1.0
Haralur Road,Super built-up Area,Ready To Move,1309.0,2.0,2.0,1.0,8200000.0,654.5,1.0
other,Super built-up Area,Ready To Move,1717.0,3.0,3.0,2.0,20000000.0,572.3333333333334,1.0
other,Plot Area,Ready To Move,880.0,2.0,1.0,0.0,9000000.0,440.0,0.5
other,Super built-up Area,Under Construction,1250.0,3.0,3.0,2.0,4200000.0,416.6666666666667,1.0
