city,locality,property_type,area_sqft,bhk,bathrooms,floor_no,total_floors,age_years,furnishing,parking,gym,pool,security,schools_score,hospitals_score,price,floor_ratio,bath_per_bhk,area_per_bhk,rooms_total,amenities_count,is_ground_floor,age_bucket
Mumbai,Chembur,Apartment,712.6,2,1,9,13,5,Semi-Furnished,0,0,0,0,7.7,6.25,14389000,0.6923076923076923,0.5,356.3,3,0,0,Recent
Nagpur,Ramdaspeth,Plot,2451.6,0,0,0,0,0,Unfurnished,1,0,0,0,8.39,5.95,15150000,0.0,0.0,2451.6,0,1,1,New
Nagpur,Wardha Road,Apartment,1805.8,3,2,4,13,4,Unfurnished,0,1,0,1,4.66,7.49,10397000,0.3076923076923077,0.6666666666666666,601.9333333333333,5,2,0,Recent
Mumbai,Panvel,Apartment,611.9,1,1,9,11,5,Semi-Furnished,1,0,1,0,6.94,3.58,5744000,0.8181818181818182,1.0,611.9,2,2,0,Recent
Mumbai,Powai,Apartment,1430.8,2,1,3,18,29,Unfurnished,0,0,0,0,4.37,6.18,29353000,0.16666666666666666,0.5,715.4,3,0,0,Old
Nagpur,Manish Nagar,Apartment,1593.9,3,3,0,4,0,Unfurnished,2,0,1,0,9.28,6.77,9045000,0.0,1.0,531.3000000000001,6,2,1,New
Nagpur,Ramdaspeth,Plot,3011.1,0,0,0,0,0,Unfurnished,0,0,0,0,3.34,5.87,14763000,0.0,0.0,3011.1,0,0,1,New
Pune,Wagholi,Apartment,977.9,2,2,11,11,2,Furnished,1,0,0,1,8.47,6.82,6462000,1.0,1.0,488.95,4,2,0,New
Mumbai,Bandra West,Apartment,1735.3,3,2,0,2,15,Semi-Furnished,1,0,0,1,4.7,7.93,81755000,0.0,0.6666666666666666,578.4333333333333,5,2,1,Established
Nagpur,Dharampeth,Apartment,1107.3,2,2,1,4,6,Furnished,2,0,0,1,5.63,5.4,8850000,0.25,1.0,553.65,4,2,0,Recent
Nagpur,Wardha Road,Apartment,1974.3,3,2,15,19,1,Semi-Furnished,0,0,1,0,6.24,7.19,12094000,0.7894736842105263,0.6666666666666666,658.1,5,1,0,New
Pune,Kalyani Nagar,Apartment,592.2,1,1,0,5,9,Semi-Furnished,0,0,0,1,4.48,9.15,9314000,0.0,1.0,592.2,2,1,1,Established
Nagpur,Civil Lines,Plot,3737.2,0,0,0,0,0,Unfurnished,0,0,0,0,7.03,8.26,26175000,0.0,0.0,3737.2,0,0,1,New
Mumbai,Goregaon,Apartment,1503.7,3,2,5,13,8,Furnished,1,1,1,1,3.59,4.6,37359000,0.38461538461538464,0.6666666666666666,501.23333333333335,5,4,0,Established
Nagpur,Wardha Road,Villa,1208.6,2,1,8,8,7,Unfurnished,0,1,0,0,5.55,5.9,7984000,1.0,0.5,604.3,3,1,0,Recent
Nagpur,Wardha Road,Plot,2210.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.0,3.51,9477000,0.0,0.0,2210.1,0,1,1,New
Pune,Wagholi,Apartment,917.2,2,1,2,10,2,Furnished,1,1,0,0,3.4,2.99,5412000,0.2,0.5,458.6,3,2,0,New
Pune,Hinjewadi,Apartment,594.4,1,1,11,15,1,Furnished,2,0,0,1,9.58,4.51,5911000,0.7333333333333333,1.0,594.4,2,2,0,New
Pune,Hinjewadi,Apartment,791.1,2,1,1,10,4,Semi-Furnished,1,1,0,1,5.97,5.1,8419000,0.1,0.5,395.55,3,3,0,Recent
Mumbai,Chembur,Plot,2198.4,0,0,0,0,0,Unfurnished,0,0,0,0,4.35,10.0,32357000,0.0,0.0,2198.4,0,0,1,New
Nagpur,Hingna,Apartment,1143.7,2,2,6,17,0,Semi-Furnished,0,1,0,0,7.62,10.0,4732000,0.35294117647058826,1.0,571.85,4,1,0,New
Nagpur,Ramdaspeth,Apartment,1133.4,2,1,10,12,5,Semi-Furnished,1,0,0,1,7.71,4.06,9666000,0.8333333333333334,0.5,566.7,3,2,0,Recent
Mumbai,Goregaon,Villa,1018.7,2,1,19,21,2,Semi-Furnished,1,1,0,0,5.94,5.47,25583000,0.9047619047619048,0.5,509.35,3,2,0,New
Pune,Kalyani Nagar,Apartment,508.0,1,1,4,4,5,Semi-Furnished,1,1,0,0,4.36,7.1,8011000,1.0,1.0,508.0,2,2,0,Recent
Pune,Koregaon Park,Apartment,639.0,1,1,5,5,4,Semi-Furnished,2,0,0,0,5.96,4.77,10130000,1.0,1.0,639.0,2,1,0,Recent
Nagpur,Besa,Apartment,2058.8,3,3,6,8,4,Unfurnished,1,0,0,0,4.31,5.52,9891000,0.75,1.0,686.2666666666668,6,1,0,Recent
Pune,Hinjewadi,Apartment,1191.7,2,2,4,4,1,Unfurnished,1,0,0,0,6.92,4.72,10509000,1.0,1.0,595.85,4,1,0,New
Mumbai,Powai,Apartment,1968.6,3,2,6,18,2,Furnished,0,0,0,1,5.32,6.12,67320000,0.3333333333333333,0.6666666666666666,656.1999999999999,5,1,0,New
Mumbai,Mira Road,Villa,705.8,1,1,5,17,3,Semi-Furnished,1,0,0,0,5.67,7.08,11807000,0.29411764705882354,1.0,705.8,2,1,0,Recent
Mumbai,Powai,Apartment,1518.8,3,3,6,13,2,Unfurnished,2,0,0,1,6.85,6.39,50485000,0.46153846153846156,1.0,506.26666666666665,6,2,0,New
Nagpur,Wardha Road,Apartment,1088.7,2,2,13,14,0,Furnished,2,1,0,1,6.83,6.11,7481000,0.9285714285714286,1.0,544.35,4,3,0,New
Pune,Koregaon Park,Apartment,726.2,1,1,1,10,5,Unfurnished,1,0,0,1,6.63,4.65,9345000,0.1,1.0,726.2,2,2,0,Recent
Nagpur,Besa,Plot,4050.1,0,0,0,0,0,Unfurnished,0,0,0,0,4.76,4.25,10761000,0.0,0.0,4050.1,0,0,1,New
Nagpur,Manish Nagar,Apartment,2039.6,4,3,3,14,7,Unfurnished,2,0,0,0,10.0,8.45,11272000,0.21428571428571427,0.75,509.9,7,1,0,Recent
Nagpur,Hingna,Apartment,1227.8,3,3,6,8,2,Unfurnished,1,1,0,0,9.58,9.11,5491000,0.75,1.0,409.26666666666665,6,2,0,New
Nagpur,Civil Lines,Plot,3546.8,0,0,0,0,0,Unfurnished,0,0,0,0,9.39,6.69,23935000,0.0,0.0,3546.8,0,0,1,New
Mumbai,Andheri West,Plot,1980.2,0,0,0,0,0,Unfurnished,1,0,0,0,9.14,5.74,39012000,0.0,0.0,1980.2,0,1,1,New
Pune,Hinjewadi,Apartment,2245.2,4,4,1,1,1,Unfurnished,1,0,0,1,5.88,6.66,21146000,1.0,1.0,561.3,8,2,0,New
Nagpur,Besa,Plot,1851.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.16,4.93,4852000,0.0,0.0,1851.0,0,1,1,New
Pune,Hadapsar,Plot,800.0,0,0,0,0,0,Unfurnished,1,0,0,0,7.08,6.81,4097000,0.0,0.0,800.0,0,1,1,New
Mumbai,Mira Road,Apartment,1772.8,3,2,4,10,12,Semi-Furnished,0,1,0,1,4.89,5.5,17582000,0.4,0.6666666666666666,590.9333333333333,5,2,0,Established
Pune,Baner,Apartment,1239.9,2,2,3,3,14,Semi-Furnished,0,1,0,0,6.93,3.4,12602000,1.0,1.0,619.95,4,1,0,Established
Mumbai,Goregaon,Villa,1003.2,2,1,0,3,3,Unfurnished,1,0,1,0,3.6,8.21,23669000,0.0,0.5,501.6,3,2,1,Recent
Nagpur,Manish Nagar,Apartment,546.9,1,1,1,6,8,Semi-Furnished,0,1,0,1,6.56,5.32,3120000,0.16666666666666666,1.0,546.9,2,2,0,Established
Nagpur,Ramdaspeth,Plot,2692.2,0,0,0,0,0,Unfurnished,1,0,0,0,8.77,5.12,15458000,0.0,0.0,2692.2,0,1,1,New
Nagpur,Civil Lines,Plot,3310.5,0,0,0,0,0,Unfurnished,0,0,0,0,3.72,6.69,18874000,0.0,0.0,3310.5,0,0,1,New
Nagpur,Hingna,Apartment,1330.7,2,2,1,9,7,Semi-Furnished,1,0,0,1,6.45,3.84,5356000,0.1111111111111111,1.0,665.35,4,2,0,Recent
Mumbai,Bandra West,Apartment,511.0,1,1,7,19,23,Unfurnished,0,1,0,1,6.74,9.46,20395000,0.3684210526315789,1.0,511.0,2,2,0,Old
Nagpur,Kalmna,Villa,1919.8,3,3,0,1,1,Unfurnished,1,0,1,1,5.48,6.34,9508000,0.0,1.0,639.9333333333333,6,3,1,New
Mumbai,Mira Road,Plot,4372.5,0,0,0,0,0,Unfurnished,1,0,0,0,7.64,4.97,38590000,0.0,0.0,4372.5,0,1,1,New
Pune,Hinjewadi,Plot,4524.4,0,0,0,0,0,Unfurnished,0,0,0,0,5.53,8.19,31059000,0.0,0.0,4524.4,0,0,1,New
Mumbai,Chembur,Apartment,1093.9,2,2,19,23,0,Furnished,1,0,0,0,5.51,5.65,28253000,0.8260869565217391,1.0,546.95,4,1,0,New
Nagpur,Wardha Road,Apartment,1884.1,3,2,1,2,0,Semi-Furnished,1,0,0,1,9.5,6.06,13618000,0.5,0.6666666666666666,628.0333333333333,5,2,0,New
Nagpur,Ramdaspeth,Apartment,1299.0,2,1,0,5,2,Semi-Furnished,2,1,0,1,9.2,6.66,12261000,0.0,0.5,649.5,3,3,1,New
Mumbai,Andheri West,Apartment,1673.4,4,4,6,17,3,Unfurnished,1,1,0,0,1.0,7.79,41010000,0.35294117647058826,1.0,418.35,8,2,0,Recent
Nagpur,Kalmna,Apartment,1394.1,2,1,2,3,25,Unfurnished,0,1,0,0,2.75,6.35,3203000,0.6666666666666666,0.5,697.05,3,1,0,Old
Nagpur,Civil Lines,Apartment,1079.2,2,1,15,15,10,Unfurnished,1,0,0,0,2.6,7.57,9977000,1.0,0.5,539.6,3,1,0,Established
Pune,Baner,Villa,540.2,2,2,1,11,0,Furnished,1,0,0,1,6.39,6.32,10586000,0.09090909090909091,1.0,270.1,4,2,0,New
Pune,Hadapsar,Apartment,2252.1,3,2,1,2,17,Unfurnished,1,0,0,0,5.35,5.32,16559000,0.5,0.6666666666666666,750.6999999999999,5,1,0,Old
Pune,Wakad,Plot,3267.1,0,0,0,0,0,Unfurnished,0,0,0,0,3.76,9.41,21655000,0.0,0.0,3267.1,0,0,1,New
Mumbai,Malad,Apartment,1150.7,2,2,1,7,15,Furnished,0,1,0,0,8.66,4.09,23616000,0.14285714285714285,1.0,575.35,4,1,0,Established
Mumbai,Andheri West,Apartment,2782.0,4,3,4,21,0,Furnished,1,1,0,1,7.84,6.13,99681000,0.19047619047619047,0.75,695.5,7,3,0,New
Mumbai,Mira Road,Plot,2846.7,0,0,0,0,0,Unfurnished,0,0,0,0,6.48,3.94,27791000,0.0,0.0,2846.7,0,0,1,New
Nagpur,Ramdaspeth,Apartment,352.5,1,1,5,7,14,Unfurnished,1,1,0,0,9.28,8.66,3017000,0.7142857142857143,1.0,352.5,2,2,0,Established
Mumbai,Andheri West,Apartment,1339.5,2,2,12,16,6,Semi-Furnished,1,0,0,1,3.63,4.68,39544000,0.75,1.0,669.75,4,2,0,Recent
Pune,Koregaon Park,Plot,2368.8,0,0,0,0,0,Unfurnished,0,0,0,0,4.98,7.49,29142000,0.0,0.0,2368.8,0,0,1,New
Mumbai,Andheri West,Plot,2552.4,0,0,0,0,0,Unfurnished,1,0,0,0,6.76,5.01,52758000,0.0,0.0,2552.4,0,1,1,New
Nagpur,Hingna,Villa,1458.5,2,2,11,12,4,Semi-Furnished,0,1,0,0,6.01,9.89,8836000,0.9166666666666666,1.0,729.25,4,1,0,Recent
Mumbai,Andheri West,Villa,1646.8,3,2,11,14,23,Semi-Furnished,2,0,0,1,7.81,6.7,67019000,0.7857142857142857,0.6666666666666666,548.9333333333333,5,2,0,Old
Nagpur,Wardha Road,Apartment,529.1,1,1,0,4,3,Semi-Furnished,0,1,1,1,4.92,7.57,3216000,0.0,1.0,529.1,2,3,1,Recent
Pune,Baner,Apartment,1301.8,3,3,1,1,6,Unfurnished,2,1,0,1,3.71,3.65,15277000,1.0,1.0,433.93333333333334,6,3,0,Recent
Pune,Kalyani Nagar,Apartment,1097.7,2,2,7,16,10,Semi-Furnished,1,0,0,0,3.94,5.84,14740000,0.4375,1.0,548.85,4,1,0,Established
Nagpur,Besa,Apartment,1326.2,3,2,9,16,7,Unfurnished,0,0,0,1,6.9,7.58,5632000,0.5625,0.6666666666666666,442.06666666666666,5,1,0,Recent
Nagpur,Hingna,Apartment,2690.9,4,3,4,6,8,Furnished,2,0,0,0,6.04,7.03,11172000,0.6666666666666666,0.75,672.725,7,1,0,Established
Pune,Hinjewadi,Apartment,1645.8,3,3,4,7,5,Unfurnished,2,1,0,1,5.01,1.0,12715000,0.5714285714285714,1.0,548.6,6,3,0,Recent
Pune,Hinjewadi,Plot,2264.1,0,0,0,0,0,Unfurnished,1,0,0,0,6.11,8.93,18220000,0.0,0.0,2264.1,0,1,1,New
Mumbai,Mira Road,Villa,1687.7,3,2,0,10,4,Unfurnished,1,1,1,1,5.47,5.11,30174000,0.0,0.6666666666666666,562.5666666666667,5,4,1,Recent
Pune,Hadapsar,Apartment,553.6,1,1,13,13,6,Unfurnished,0,1,0,1,7.49,7.77,3711000,1.0,1.0,553.6,2,2,0,Recent
Nagpur,Kalmna,Villa,2568.0,5,5,10,11,1,Unfurnished,1,1,0,1,7.39,4.67,11324000,0.9090909090909091,1.0,513.6,10,3,0,New
Pune,Koregaon Park,Apartment,1309.5,2,2,4,9,15,Semi-Furnished,1,0,0,1,7.28,6.69,19823000,0.4444444444444444,1.0,654.75,4,2,0,Established
Mumbai,Andheri West,Apartment,1778.6,3,2,8,15,4,Unfurnished,1,0,1,1,8.77,7.12,52711000,0.5333333333333333,0.6666666666666666,592.8666666666667,5,3,0,Recent
Nagpur,Manish Nagar,Apartment,1262.0,3,2,0,1,0,Unfurnished,1,0,0,1,6.24,2.09,6936000,0.0,0.6666666666666666,420.6666666666667,5,2,1,New
Nagpur,Kalmna,Apartment,1033.6,2,1,5,7,6,Semi-Furnished,2,0,0,1,6.28,7.67,3663000,0.7142857142857143,0.5,516.8,3,2,0,Recent
Mumbai,Andheri West,Apartment,1632.5,3,2,1,19,6,Unfurnished,1,0,0,1,5.92,5.79,41840000,0.05263157894736842,0.6666666666666666,544.1666666666666,5,2,0,Recent
Nagpur,Manish Nagar,Apartment,1295.7,2,1,1,4,2,Semi-Furnished,1,0,0,1,5.27,5.93,6634000,0.25,0.5,647.85,3,2,0,New
Mumbai,Andheri West,Apartment,1495.8,3,2,5,8,12,Unfurnished,1,0,0,1,8.27,6.42,44969000,0.625,0.6666666666666666,498.59999999999997,5,2,0,Established
Mumbai,Chembur,Apartment,975.1,2,2,0,12,5,Furnished,0,1,0,1,6.11,7.38,28861000,0.0,1.0,487.55,4,2,1,Recent
Nagpur,Kalmna,Apartment,937.0,2,1,0,4,0,Unfurnished,2,1,0,1,7.83,7.29,2788000,0.0,0.5,468.5,3,3,1,New
Pune,Wakad,Plot,3138.2,0,0,0,0,0,Unfurnished,1,0,0,0,6.83,8.87,22488000,0.0,0.0,3138.2,0,1,1,New
Pune,Wagholi,Plot,2968.6,0,0,0,0,0,Unfurnished,1,0,0,0,6.41,6.94,13444000,0.0,0.0,2968.6,0,1,1,New
Mumbai,Andheri West,Apartment,1651.9,3,3,9,13,0,Unfurnished,1,0,0,1,6.43,4.72,62542000,0.6923076923076923,1.0,550.6333333333333,6,2,0,New
Pune,Wakad,Apartment,1355.1,2,1,9,10,16,Unfurnished,1,0,0,1,8.65,7.08,14682000,0.9,0.5,677.55,3,2,0,Old
Mumbai,Bandra West,Apartment,1139.3,2,1,2,4,13,Unfurnished,1,0,0,1,4.76,4.24,45002000,0.5,0.5,569.65,3,2,0,Established
Mumbai,Bandra West,Apartment,1466.5,2,1,0,16,7,Unfurnished,0,1,0,1,8.06,4.22,56219000,0.0,0.5,733.25,3,2,1,Recent
Pune,Wagholi,Plot,1915.5,0,0,0,0,0,Unfurnished,1,0,0,0,5.23,3.97,7240000,0.0,0.0,1915.5,0,1,1,New
Pune,Wagholi,Villa,2170.4,4,4,1,1,2,Semi-Furnished,1,0,1,1,9.32,7.6,21230000,1.0,1.0,542.6,8,3,0,New
Mumbai,Powai,Plot,2775.0,0,0,0,0,0,Unfurnished,1,0,0,0,6.87,5.56,63491000,0.0,0.0,2775.0,0,1,1,New
Mumbai,Bandra West,Villa,1867.4,4,4,7,7,5,Semi-Furnished,2,0,0,1,7.2,4.05,96021000,1.0,1.0,466.85,8,2,0,Recent
Pune,Kalyani Nagar,Apartment,1833.3,3,2,0,9,2,Semi-Furnished,0,1,0,1,4.26,8.09,28833000,0.0,0.6666666666666666,611.1,5,2,1,New
Mumbai,Chembur,Apartment,1379.5,3,2,16,19,0,Unfurnished,0,1,1,1,8.85,4.83,38284000,0.8421052631578947,0.6666666666666666,459.8333333333333,5,3,0,New
Nagpur,Kalmna,Villa,2157.3,3,2,6,9,1,Unfurnished,1,0,0,1,5.92,6.05,10183000,0.6666666666666666,0.6666666666666666,719.1,5,2,0,New
Mumbai,Chembur,Plot,3274.1,0,0,0,0,0,Unfurnished,0,0,0,0,10.0,6.84,51486000,0.0,0.0,3274.1,0,0,1,New
Mumbai,Chembur,Apartment,2428.0,4,3,14,15,0,Unfurnished,2,1,0,1,3.81,5.34,51909000,0.9333333333333333,0.75,607.0,7,3,0,New
Nagpur,Manish Nagar,Apartment,575.5,1,1,3,7,4,Unfurnished,0,1,0,1,7.45,6.19,2970000,0.42857142857142855,1.0,575.5,2,2,0,Recent
Pune,Kothrud,Plot,1379.0,0,0,0,0,0,Unfurnished,0,0,0,0,6.43,6.06,10500000,0.0,0.0,1379.0,0,0,1,New
Mumbai,Malad,Villa,700.5,1,1,13,16,15,Semi-Furnished,0,1,0,1,2.69,5.86,17938000,0.8125,1.0,700.5,2,2,0,Established
Nagpur,Dharampeth,Apartment,1229.1,2,1,9,14,3,Furnished,1,0,1,1,7.25,5.75,10897000,0.6428571428571429,0.5,614.55,3,3,0,Recent
Pune,Wagholi,Plot,2314.1,0,0,0,0,0,Unfurnished,0,0,0,0,7.73,10.0,9374000,0.0,0.0,2314.1,0,0,1,New
Mumbai,Bandra West,Plot,2504.0,0,0,0,0,0,Unfurnished,0,0,0,0,5.49,5.74,70409000,0.0,0.0,2504.0,0,0,1,New
Pune,Wagholi,Apartment,689.6,2,1,6,7,14,Unfurnished,0,0,0,1,8.43,5.27,4420000,0.8571428571428571,0.5,344.8,3,1,0,Established
Pune,Koregaon Park,Apartment,2101.9,3,2,0,7,13,Furnished,2,1,0,0,4.22,5.1,42496000,0.0,0.6666666666666666,700.6333333333333,5,2,1,Established
Nagpur,Hingna,Apartment,889.6,2,1,3,12,15,Semi-Furnished,1,1,0,0,6.37,3.74,2706000,0.25,0.5,444.8,3,2,0,Established
Pune,Wagholi,Apartment,1562.0,3,3,4,17,2,Furnished,1,0,0,0,7.63,7.6,10522000,0.23529411764705882,1.0,520.6666666666666,6,1,0,New
Mumbai,Mira Road,Villa,595.5,1,1,8,9,2,Unfurnished,2,1,0,1,7.53,3.79,9424000,0.8888888888888888,1.0,595.5,2,3,0,New
Pune,Wagholi,Apartment,1978.3,3,3,3,10,12,Semi-Furnished,1,0,0,1,8.3,5.14,11062000,0.3,1.0,659.4333333333333,6,2,0,Established
Pune,Kalyani Nagar,Apartment,1077.9,2,1,3,8,1,Unfurnished,0,0,0,1,6.67,3.96,18553000,0.375,0.5,538.95,3,1,0,New
Pune,Wagholi,Plot,3566.6,0,0,0,0,0,Unfurnished,0,0,0,0,6.45,6.19,12387000,0.0,0.0,3566.6,0,0,1,New
Pune,Kalyani Nagar,Apartment,1977.4,3,3,4,5,7,Semi-Furnished,0,1,0,0,6.89,8.16,32995000,0.8,1.0,659.1333333333333,6,1,0,Recent
Mumbai,Andheri West,Apartment,1027.7,2,1,2,17,7,Semi-Furnished,1,0,0,0,8.07,8.39,35042000,0.11764705882352941,0.5,513.85,3,1,0,Recent
Pune,Koregaon Park,Apartment,1648.7,3,2,1,7,2,Unfurnished,0,1,0,1,7.41,4.89,27233000,0.14285714285714285,0.6666666666666666,549.5666666666667,5,2,0,New
Mumbai,Chembur,Apartment,2096.0,3,2,0,12,4,Furnished,0,1,0,1,2.53,6.59,50660000,0.0,0.6666666666666666,698.6666666666666,5,2,1,Recent
Mumbai,Mira Road,Apartment,508.0,1,1,15,16,18,Semi-Furnished,0,0,0,1,5.63,7.48,5159000,0.9375,1.0,508.0,2,1,0,Old
Nagpur,Besa,Apartment,1160.9,2,1,0,1,0,Unfurnished,0,0,0,1,5.09,7.06,4342000,0.0,0.5,580.45,3,1,1,New
Pune,Kothrud,Apartment,447.6,1,1,2,2,5,Unfurnished,1,0,0,1,8.05,10.0,5578000,1.0,1.0,447.6,2,2,0,Recent
Pune,Kalyani Nagar,Apartment,484.7,1,1,2,2,4,Unfurnished,0,1,0,1,4.14,7.48,7290000,1.0,1.0,484.7,2,2,0,Recent
Nagpur,Kalmna,Apartment,1379.9,2,2,8,9,10,Unfurnished,1,0,1,0,4.78,6.25,3812000,0.8888888888888888,1.0,689.95,4,2,0,Established
Mumbai,Mira Road,Apartment,648.4,1,1,3,14,19,Furnished,2,0,0,1,5.14,5.95,7262000,0.21428571428571427,1.0,648.4,2,2,0,Old
Nagpur,Manish Nagar,Apartment,564.2,1,1,0,17,5,Unfurnished,1,1,0,1,5.86,6.61,2973000,0.0,1.0,564.2,2,3,1,Recent
Pune,Koregaon Park,Apartment,1393.3,2,1,8,12,3,Unfurnished,1,0,0,0,5.65,5.66,21563000,0.6666666666666666,0.5,696.65,3,1,0,Recent
Pune,Wagholi,Apartment,2000.4,3,3,0,9,11,Furnished,1,0,0,1,7.08,6.65,13517000,0.0,1.0,666.8000000000001,6,2,1,Established
Nagpur,Besa,Apartment,2144.2,4,4,0,1,5,Furnished,1,0,0,1,5.3,6.0,9337000,0.0,1.0,536.05,8,2,1,Recent
Nagpur,Besa,Apartment,1285.5,3,2,1,6,21,Semi-Furnished,1,0,0,1,6.25,5.56,4994000,0.16666666666666666,0.6666666666666666,428.5,5,2,0,Old
Pune,Baner,Apartment,1080.7,2,2,5,6,0,Unfurnished,1,1,0,0,6.94,6.78,13536000,0.8333333333333334,1.0,540.35,4,2,0,New
Pune,Wakad,Apartment,1676.6,3,3,2,8,0,Semi-Furnished,1,0,0,1,6.88,6.92,17943000,0.25,1.0,558.8666666666667,6,2,0,New
Pune,Wagholi,Plot,2984.8,0,0,0,0,0,Unfurnished,1,0,0,0,6.89,7.76,13750000,0.0,0.0,2984.8,0,1,1,New
Mumbai,Chembur,Apartment,1089.6,2,1,9,13,1,Unfurnished,0,1,0,0,6.49,7.64,22843000,0.6923076923076923,0.5,544.8,3,1,0,New
Mumbai,Chembur,Plot,4081.1,0,0,0,0,0,Unfurnished,1,0,0,0,8.9,7.8,75476000,0.0,0.0,4081.1,0,1,1,New
Mumbai,Chembur,Plot,2945.6,0,0,0,0,0,Unfurnished,0,0,0,0,5.57,4.16,44366000,0.0,0.0,2945.6,0,0,1,New
Nagpur,Manish Nagar,Plot,2316.2,0,0,0,0,0,Unfurnished,1,0,0,0,7.4,5.37,8533000,0.0,0.0,2316.2,0,1,1,New
Mumbai,Panvel,Apartment,2542.0,5,5,15,17,11,Semi-Furnished,1,1,0,0,6.17,5.69,25714000,0.8823529411764706,1.0,508.4,10,2,0,Established
Pune,Kalyani Nagar,Plot,2054.3,0,0,0,0,0,Unfurnished,1,0,0,0,9.22,7.48,21381000,0.0,0.0,2054.3,0,1,1,New
Pune,Wakad,Apartment,1864.0,3,3,6,11,7,Semi-Furnished,0,0,0,0,7.93,5.67,16941000,0.5454545454545454,1.0,621.3333333333334,6,0,0,Recent
Pune,Hinjewadi,Apartment,657.5,1,1,0,3,8,Semi-Furnished,1,0,0,1,3.61,7.57,5827000,0.0,1.0,657.5,2,2,1,Established
Mumbai,Chembur,Apartment,2765.5,5,5,12,17,1,Unfurnished,1,1,0,0,5.86,8.92,58939000,0.7058823529411765,1.0,553.1,10,2,0,New
Pune,Koregaon Park,Apartment,2119.4,4,4,7,9,23,Semi-Furnished,0,0,0,1,6.9,4.7,33927000,0.7777777777777778,1.0,529.85,8,1,0,Old
Nagpur,Ramdaspeth,Apartment,1238.5,2,1,0,2,1,Semi-Furnished,1,0,0,1,6.97,5.73,10259000,0.0,0.5,619.25,3,2,1,New
Pune,Hadapsar,Apartment,1400.7,2,1,12,12,25,Unfurnished,0,0,1,0,8.0,7.24,9338000,1.0,0.5,700.35,3,1,0,Old
Pune,Hadapsar,Apartment,922.8,2,1,14,16,8,Semi-Furnished,1,1,0,1,4.49,8.15,7988000,0.875,0.5,461.4,3,3,0,Established
Mumbai,Chembur,Apartment,1460.7,3,3,2,26,8,Semi-Furnished,2,0,0,1,5.84,5.24,34258000,0.07692307692307693,1.0,486.90000000000003,6,2,0,Established
Nagpur,Civil Lines,Villa,911.2,2,1,2,4,2,Semi-Furnished,0,0,0,0,8.09,7.45,12053000,0.5,0.5,455.6,3,0,0,New
Mumbai,Powai,Villa,842.9,2,1,3,4,9,Semi-Furnished,0,0,1,1,7.18,5.98,31081000,0.75,0.5,421.45,3,2,0,Established
Nagpur,Civil Lines,Apartment,1646.9,3,3,0,3,1,Unfurnished,1,0,0,1,7.1,5.42,17300000,0.0,1.0,548.9666666666667,6,2,1,New
Pune,Koregaon Park,Apartment,615.3,1,1,6,9,1,Unfurnished,1,0,0,0,5.12,6.32,9542000,0.6666666666666666,1.0,615.3,2,1,0,New
Pune,Koregaon Park,Villa,1046.0,2,2,7,11,1,Semi-Furnished,0,0,0,1,6.25,2.54,17763000,0.6363636363636364,1.0,523.0,4,1,0,New
Pune,Hinjewadi,Apartment,985.1,2,1,1,10,0,Furnished,1,1,0,0,7.86,7.25,11155000,0.1,0.5,492.55,3,2,0,New
Mumbai,Panvel,Plot,1014.3,0,0,0,0,0,Unfurnished,0,0,0,0,8.91,4.7,6367000,0.0,0.0,1014.3,0,0,1,New
Mumbai,Malad,Apartment,1473.3,3,2,5,8,9,Unfurnished,1,0,1,1,5.85,7.55,27366000,0.625,0.6666666666666666,491.09999999999997,5,3,0,Established
Mumbai,Chembur,Apartment,2655.2,4,4,4,6,1,Semi-Furnished,2,1,0,1,2.08,7.81,69825000,0.6666666666666666,1.0,663.8,8,3,0,New
Mumbai,Goregaon,Apartment,1625.7,3,2,6,14,24,Unfurnished,1,1,0,1,7.93,6.08,30765000,0.42857142857142855,0.6666666666666666,541.9,5,3,0,Old
Nagpur,Hingna,Apartment,797.9,2,2,7,7,0,Semi-Furnished,1,0,0,1,5.4,7.65,3431000,1.0,1.0,398.95,4,2,0,New
Pune,Wakad,Plot,2422.8,0,0,0,0,0,Unfurnished,0,0,0,0,8.89,7.02,15448000,0.0,0.0,2422.8,0,0,1,New
Pune,Kalyani Nagar,Villa,785.5,2,2,4,10,1,Semi-Furnished,2,0,0,0,3.84,2.53,13482000,0.4,1.0,392.75,4,1,0,New
Nagpur,Manish Nagar,Apartment,1524.0,3,3,3,7,3,Semi-Furnished,1,1,0,0,6.87,4.49,6941000,0.42857142857142855,1.0,508.0,6,2,0,Recent
Nagpur,Manish Nagar,Apartment,794.8,1,1,1,3,1,Unfurnished,1,0,0,0,7.34,8.12,4977000,0.3333333333333333,1.0,794.8,2,1,0,New
Nagpur,Ramdaspeth,Apartment,1175.5,2,1,9,10,7,Unfurnished,2,0,0,1,6.74,8.92,9655000,0.9,0.5,587.75,3,2,0,Recent
Mumbai,Chembur,Apartment,2263.9,4,4,5,18,3,Semi-Furnished,2,1,0,0,5.55,9.87,50917000,0.2777777777777778,1.0,565.975,8,2,0,Recent
Pune,Kothrud,Apartment,828.8,1,1,10,11,10,Unfurnished,2,1,1,1,4.15,4.76,10464000,0.9090909090909091,1.0,828.8,2,4,0,Established
